Rede,Nome Fantasia,Logradouro,Bairro,Cep,Ddd,Telefone,Uf,Municipio,Codigo Unidade,Cnpj,Latitude,Longitude
Yamaha,JAMPA MOTOS,AV PRESIDENTE GETULIO VARGAS  183 ,CENTRO,58013-240,083,3023-3034,PB,JOAO PESSOA,516,21514649000109,-7.1207444,-34.8765902
Yamaha,JAMPA MOTOS - JOAO PESSOA,RUA JOSEFA TAVEIRA  22,MANGABEIRA,58055-000,083,3506-8500,PB,JOAO PESSOA,286,21514649000362,-7.1622702,-34.8385073
Yamaha,JAMPA MOTOS - GUARABIRA,AV. RUI BARBOSA  682,CENTRO,58280-000,083,3271-3864,PB,GUARABIRA,273,21514649000281,-6.8526342,-35.4953671
Yamaha,ADRENALINA M II,"AV. ATALIBA VIEIRA DE ALMEIDA, 1274",CENTRO,65500-000,098,3471-1120,MA,CHAPADINHA,44,07602952000205,-3.743704,-43.361997
Yamaha,YAMAVALE SAO LEOPOLDO,AV. GETULIO VARGAS  952,CENTRO,93010-074,051,3554-2200,RS,SAO LEOPOLDO,246,06935914000716,-29.7677081,-51.153144
Yamaha,F. C. BARRA CORDA,AV. RIO AMAZONAS  08,TRIZIDELA,65950-000,099,3643- 4619,MA,BARRA DO CORDA,105,04090529000790,-5.4971685,-45.26043
Yamaha,CENTRO NAUTICO ,AV IPIRANGA  375,CENTRO,98800-000,055,3312-4398 ,RS,SANTO ANGELO,476,91897413000176,-28.316532937117508,-54.269826486499134
Yamaha,MOTO SPORT S.AN,AV. VENANCIO AIRES  1915,CENTRO,98801-660,055,3312-2428,RS,SANTO ANGELO,217,09089263000355,-28.2901235,-54.2591106
Yamaha,GP MOTOS,AV. EXPEDICIONARIO WEBER  1061,CENTRO,98780-340,055,3511-6555,RS,SANTA ROSA,223,14209956000102,-27.863389,-54.465453
Yamaha,MUNDO LIVRE,PRACA MAJOR JOSE MARQUES GALVAO  37,CENTRO,58900-000,083,3531-6066,PB,CAJAZEIRAS,94,05463825000166,-6.8863398,-38.5614178
Yamaha,NAUTICA,ROD CELSO GARCIA CID   888 - LOTE 51  A-7 BLOCO A ,CHACARA MANELA,86188-000,043,3174-1515,PR,CAMBE,549,11990093000165,-23.27101333282387,-51.24880248844574
Yamaha,NAUTICA GOLD FISH,ROD CELSO GARCIA CID   888 - LOTE 51  A-7 BLOCO B ,CHACARA MANELA,86188-000,043,3174-1515,PR,CAMBE,552,10586061000136,-23.27103,-51.24881
Yamaha,YAMAVALE TAQUAR,AV. OSCAR MARTINS RANGEL  4411,SANTA MARIA,95612-450,051,3542-2200,RS,TAQUARA,227,06935914000554,-29.6333149,-50.7990417
Yamaha,JAMPA MOTOS - CAMPINA GRANDE,RUA JOAO SUASSUNA  300,CENTRO,58400-036,083,3099-6101,PB,CAMPINA GRANDE,318,21514649000443,-7.21605,-35.888073
Yamaha,YAMAVALE SAPIRA,ROD RS 239  4171,SANTA FE,93800-000,051,3559-2888,RS,SAPIRANGA,225,06935914000635,-29.6435405,-50.9925747
Yamaha,MS SAO LUIZ,RUA SAO JOAO  2121,CENTRO,97800-000,055,3352-2470,RS,SAO LUIZ GONZAGA,164,09089263000193,-28.3991787,-54.9593802
Yamaha,MOTO GIRO,RUA SETE DE SETEMBRO  860,CENTRO,97573-470,055,3243-2113,RS,SANTANA DO LIVRAMENTO,58,03793722000139,-30.888996,-55.53127
Yamaha,AZZURRA MOTOS,ROD BR-158  1820,NOSSA SENHORA DE LOURDES,97060-220,055,3223-9911,RS,SANTA MARIA,65,04123947000140,-29.6929616,-53.8098576
Yamaha,RIVER VOLTA REDONDA,AV. PAULO DE FRONTIN  748,ATERRADO,27213-270,024,3242-1533,RJ,VOLTA REDONDA,294,10307263000100,-22.505371,-44.092236
Yamaha,YAMARIOS,RUA NELSON VIANA  455,CENTRO,25805-290,024,2252-2008,RJ,TRES RIOS,53,03644114000162,-22.117966,-43.209529
Yamaha,TRIPLO MOTOS,AV. ALBERTO TORRES  530,AUTO TERESOPOLIS,25964-006,021,2643-5454,RJ,TERESOPOLIS,220,32044703000701,-22.430442,-42.979344
Yamaha,DISTAC SJ DE MERIT,AV. AUTOMOVEL CLUB  421,JARDIM MERITI,25515-125,021,2651-8000,RJ,SAO JOAO DE MERITI,173,29502945000940,-22.7807084,-43.3620875
Yamaha,HADENA - SANTO ANTONIO DE PADUA,RUA FLORISMUNDO DECNOP  120,TAVARES,28470-000,022,2732-8546,RJ,SANTO ANTONIO DE PADUA,375,25450218000250,-21.5448296,-42.1779891
Yamaha,AMOTO,RUA FRANCISCO PORTELA  2476,PORTO NOVO,24435-005,021,3611-7450,RJ,SAO GONCALO,309,29079016000113,-22.8283695,-43.0632228
Yamaha,MOTO MUNDI,RUA GENERAL RONDON  281,QUITANDINHA,25650-025,024,2249-9494,RJ,PETROPOLIS,4,28822559000116,-22.532695,-43.200152
Yamaha,AMOTO - BONSUCESSO,"RUA BONSUCESSO, 200",BONSUCESSO,21040320,021,2135-7142,RJ,RIO DE JANEIRO,603,29079016/000466,-22.862842,-43.2548198
Yamaha,AMOTO - CAMPO GRANDE,ESTRADA CAPOEIRAS  713,CAMPO GRANDE,23085-660,021,3738-4838,RJ,RIO DE JANEIRO,328,29079016000385,-22.8914322,-43.5594694
Yamaha,PARATY NAUTICA,RUA A   SN LOTE 30   C-A,VILA DOM PEDRO I,23970-000,024,3371-4470,RJ,PARATI,562,05925860000150,-23.0656361,-44.7381432
Yamaha,AMOTO - PENHA,AV. BRAZ DE PINA  397,PENHA,21070-031,021,2270-7022,RJ,RIO DE JANEIRO,315,29079016000202,-22.8385527,-43.2846
Yamaha,DANIMAR BARRA,EST BARRA DA TIJUCA 367 - LOJA2 E 3,ITANHANGA,22611-201,021,3592-7772,RJ,RIO DE JANEIRO,492,40021223000150,-23.0089647,-43.3002227
Yamaha,DISTAC - CACHAMBI,AV. DOM HELDER CAMARA  5085 OEX,CAXAMBI,20771-001,021,3979-7270,RJ,RIO DE JANEIRO,252,29502945001670,-22.886836,-43.280588
Yamaha,DISTAC - MADUREIRA,RUA ANALIA FRANCO  10,CAMPINHO,21330-120,021,2554-2200,RJ,RIO DE JANEIRO,402,29502945001831,-22.8793177,-43.3589394
Yamaha,DISTAC MOTOS,RUA DAS LARANJEIRAS  291/301,LARANJEIRAS,22240-004,021,2554-2200,RJ,RIO DE JANEIRO,25,29502945000193,-22.9349835,-43.1883232
Yamaha,DISTAC REALENGO,AV. DE SANTA CRUZ  1765,REALENGO,21710-231,021,3107-8000,RJ,RIO DE JANEIRO,336,29502945001750,-22.8777262,-43.442653
Yamaha,PAKIMAR MOTOS,RUA DO ROSARIO  1356,MANEJO,27512-230,024,3354-5636,RJ,RESENDE,189,32044703000531,-22.4688533,-44.4564709
Yamaha,TRINDADE MOTOS,RUA DAMAS BATISTA 11-E.PLINIO CASADO,CENTRO,26220-180,021,2882-3200,RJ,NOVA IGUACU,86,32044703000370,-22.7597631,-43.4515542
Yamaha,FUN BIKE,AV. GEREMARIO DANTAS  650,PECHINCHA,22740-010,021,3392-9955,RJ,RIO DE JANEIRO,57,03767615000136,-22.9235801,-43.3638734
Yamaha,L A STAR NAUTICA (Grupo Trinca),RUA HELIOS SEELINGER  100,BARRA DA TIJUCA ,22640-040,021,2491-2187,RJ,RIO DE JANEIRO,521,14169922000131,-23.0056448,-43.3131694
Yamaha,MOTO 3,RUA SAO FRANCISCO XAVIER   242,MARACANA,20550-012,021,2204-4700,RJ,RIO DE JANEIRO,35,32044703000299,-22.9163195,-43.2276141
Yamaha,MOTOX - BOTAFOGO,RUA DA PASSAGEM  47,BOTAFOGO,22290-030,021,2541-6474,RJ,RIO DE JANEIRO,279,07335328000299,-22.9549159,-43.1823635
Yamaha,PKM MOTOS,AV. ERICO VERISSIMO  522,BARRA DA TIJUCA,22621-180,021,3433-5013,RJ,RIO DE JANEIRO,137,32044703000450,-23.0103939,-43.3084843
Yamaha,RC STAR NAUTICA (Grupo Trinca),AVN INFANTE DOM HENRIQUE SN -  LOJA 4 - MARINA DA GLORIA,GLORIA,10001-140,021,2556-1073,RJ,RIO DE JANEIRO,573,03293747000173,-21.1477359,-47.8071507
Yamaha,YAMOTOR,RUA LUIZ SPINELLI  27,CENTRO,28610-180,022,2522-8425,RJ,NOVA FRIBURGO,20,32107112000132,-22.2792408,-42.5325242
Yamaha,TRI MOTOS RECREIO,AV DAS AMERICAS  13999,RECREIO DOS BANDEIRANTES,22790-701,021,3258-6395,RJ,RIO DE JANEIRO,205,32044703000612,-23.0109316,-43.4506716
Yamaha,TRINCA NAUTICA LTDA,AV. BRASIL  1211 ,SAO CRISTOVAO,20930-040,021,2589-6038,RJ,RIO DE JANEIRO,589,39128012000131,-22.8857369,-43.2293682
Yamaha,EDISA,AVENIDA SERTORIO  5825,SAO SEBASTIAO,91060-591,051,3516-0204,RS,PORTO ALEGRE,401,39294485000109,-30.0005502,-51.1337626
Yamaha,MOTORYAMA,AV FARRAPOS  3946 ,NAVEGANTES,90220-003,051,3406-4000,RS,PORTO ALEGRE,547,87668273000197,-29.9966939,-51.1907957
Yamaha,MOTORYAMA,AV. FARRAPOS  3946,NAVEGANTES,90220-003,051,3406-4000,RS,PORTO ALEGRE,178,87668273000197,-29.9966939,-51.1907957
Yamaha,YNOVA,AV. CORONEL APARICIO BORGES  764,GLORIA,90680-570,051,3320-5500,RS,PORTO ALEGRE,155,09175240000100,-30.073605,-51.201734
Yamaha,YNOVA - CAMAQUA,AV. OTTO NIEMAYER  2220,CAMAQUA,91910-001,051,3085-7690,RS,PORTO ALEGRE,229,09175240000363,-30.106951,-51.246783
Yamaha,ELETROMOTO,RUA GENERAL OSORIO  911,CENTRO,96020-000,053,3222-2626,RS,PELOTAS,47,92203058000150,-31.7627487,-52.3411848
Yamaha,MOTOR FACTORY TECNOLOGIA MECANICA,"AVENIDA ADOLFO FETTER, 1133 - Loja 4",LARANJAL,96083094,053,99909-6233,RS,PELOTAS,607,34977192/000102,-31.7554233,-52.275926
Yamaha,YAMAVALE - IMBE,AV. OSORIO  80,CENTRO,95625-000,051,3527-7000,RS,IMBE,414,06935914000805,-29.9803357,-50.135122
Yamaha,MOTO SPORT,AV BRASIL OESTE  3477,BOQUEIRAO ,99025-533,054,3312-1599,RS,PASSO FUNDO,542,03560205000209,-28.267212,-52.4342639
Yamaha,MOTO SPORT II,RODOVIA RS-153 47,BOM RECREIO,99132000,054,3312-1599,RS,PASSO FUNDO,23,03560205000209,-28.280058,-52.4508148
Yamaha,MOTO SPORT N.P.,RUA FLORES DA CUNHA  1072,CENTRO,95320-000,054,3242-3456,RS,NOVA PRATA,200,03560205000381,-28.784229,-51.608611
Yamaha,YNOVA GRAVATAI,AV. DORIVAL C.LUZ DE OLIVEIRA  4430,VILA BRANCA,94050-000,051,3484-8500,RS,GRAVATAI,169,09175240000282,-29.9361091,-51.0386183
Yamaha,YAMAVALE N.HAMB,RUA GUIA LOPES  4493 - SOBRELOJA,JARDIM MAUA,93410-340,051,3527-7000,RS,NOVO HAMBURGO,118,06935914000120,-29.69179,-51.119247
Yamaha,MOTO SPORT,PRACA JULIO DE CASTILHOS  140,CENTRO,99700-428,054,2107-4500,RS,ERECHIM,49,03560205000110,-27.6448992,-52.2710619
Yamaha,ORLANDO RIBAS,RUA 13 DE MAIO  850,CENTRO,98700-000,055,3332-9222,RS,IJUI,6,90732322000118,-28.3858435,-53.911979
Yamaha,CICLOVIA,ROD BR 386 ? KM 346  2.139,CENTRO,95911-060,051,3714-3234,RS,LAJEADO,52,72037112000128,-29.4492531,-51.9601494
Yamaha,CARAZINHO MOTOS,AV. FLORES DA CUNHA  3608,CENTRO,99500-000,054,3331-1245,RS,CARAZINHO,159,08093815000174,-28.2942848,-52.7971193
Yamaha,YAMALAGOS,AV. RUI BARBOSA  1860 LOJA 01,ALTOS DOS CAJUEIROS,27915-012,022,2772-5572,RJ,MACAE,100,05909520000135,-22.3856681,-41.7755504
Yamaha,MOTOPECALMIR,AV. PRESIDENTE DUTRA  407-LOJA C,CIDADE NOVA,28300-000,022,3822-2740,RJ,ITAPERUNA,45,00965144000182,-21.2011306,-41.8966841
Yamaha,MOTO SPORT - CAXIAS DO SUL,RUA RUBEN BENTO ALVES  3422,UNIVERSITARIO,95041-034,054,3029-2900,RS,CAXIAS DO SUL,292,03560205000543,-29.1497897,-51.1843538
Yamaha,MOTOX,ALAMEDA SAO BOA VENTURA  480,FONSECA,24120-191,021,2627-5610,RJ,NITEROI,134,07335328000108,-22.881105,-43.09783
Yamaha,HADENA MOTOMAR,RUA CONSELHEIRO THOMAS COELHO  278,PARQUE LEOPOLDINA,28051-202,022,2732-8174,RJ,CAMPOS DOS GOYTACAZES,73,25450218000179,-21.748704422564202,-41.336005901965294
Yamaha,HADENA MOTOMAR,R CONSELHEIRO THOMAS COELHO  278,PARQUE LEOPOLDINA,28051-202,022,2732-8546,RJ,CAMPOS DOS GOYTACAZES,510,25450218000179,-21.748704422564202,-41.336005901965294
Yamaha,MOTO SPORT - BENTO GONCALVES,AV. HUMBERTO A. CASTELO BRANCO  430,FENAVINHO,95705-880,054,3455-3455,RS,BENTO GONCALVES,291,03560205000462,-29.1641677,-51.5013627
Yamaha,WILL BOAT,RODOVIA RIO SANTOS KM 24 5 LOTE 15  QUADRA 1,COROA GRANDE,23825-103,021,2687-9556,RJ,ITAGUAI,599,21080792000121,-22.8984419,-43.85060310000001
Yamaha,MOTORYAMA CANOA,AV. GETULIO VARGAS  6034,CENTRO,92010-011,051,3032-4004,RS,CANOAS,108,87668273000430,-29.9077483,-51.1771938
Yamaha,MOTOX - CABO FRIO,AV. AMERICA CENTRAL  1630,SAO CRISTOVAO,28909-581,022,2647-4800,RJ,CABO FRIO,152,07335328000370,-22.8851745,-42.0506666
Yamaha,NAUTICA TRADING ,"RUA JOSÉ RODRIGUES POVOA , 1360 A LOTE 94",GAMBOA,28924-180,022,2644-9431,RJ,CABO FRIO,556,11408983000116,-22.8715691,-42.0172371
Yamaha,R J F F AMADO PRODUTOS NAUTICOS ME,RUA DO GURIRI (LOTE 20 QUADRA 07),PERÓ,28922370,21,9 6488-6493,RJ,CABO FRIO,617,10958596000190,-22.828572318391878,-41.99287958912876
Yamaha,TRINCA MOTOS,AV. BENJAMIM PINTO DIAS 1027,CENTRO,26130-000,021,3664-6200,RJ,BELFORD ROXO,357,32044703000884,-22.7665135,-43.3999129
Yamaha,DISTAC - NILÓPOLIS,"AV. GETÚLIO VARGAS, 1878",CENTRO,26510010,021,3281-7978,RJ,NILÓPOLIS,604,29502945/001912,-22.8057615,-43.42421
Yamaha,MOTOPECALMIR - BAIRRO NOVO,AV. GOVERNADOR ROBERTO SILVEIRA  597,BAIRRO NOVO,28360-000,022,3831-1415,RJ,BOM JESUS DO ITABAPOANA,187,00965144000263,-21.132816,-41.665367
Yamaha,ANGRAMARINE SERVICOS NAUTICOS,RUA WISNTON MARUCA  S/N LOTE 15 ,JACUECANGA,23914-350,024,3421-4055,RJ,ANGRA DOS REIS,455,06942518000120,-22.9939288,-44.2421639
Yamaha,DANIMAR,"AVENIDA ALMIRANTE JAIR CARNEIRO TOSCANO DE BRITO, 671",PRAIA DA CHÁCARA,23906805,024,3377-2793,RJ,ANGRA DOS REIS,491,07555625000169,-23.0013552,-44.3001393
Yamaha,NAUTICA PORTO NOVO,AV. JOSE ELIAS RABHA - 340- LOTE 08 - LOJA A ,PQ. DAS PALMEIRAS,23906-510,024,3367-1236,RJ,ANGRA DOS REIS ,555,00887483000198,-22.99958996175695,-44.30126495961497
Yamaha,YANGRA,RUA JAPORANGA  990 - LOJA B,JAPUIBA (CUNHAMBEBE),23934-055,024,3377-6733,RJ,ANGRA DOS REIS,157,09053378000128,-22.9993328,-44.3025112
Yamaha,TRINCA MOTOS,RUA MAL FLORIANO  506,25 DE AGOSTO,25075-025,021,2775-9191,RJ,DUQUE DE CAXIAS,19,32044703000108,-22.7936622,-43.3006664
Yamaha,MUNDOSAM TERESINA,AV. BARAO DE GURGUEIA  3333-B,TABOLETA,64018-901,086,3025-8360,PI,TERESINA,285,06032602000530,-5.1128734,-42.8059366
Yamaha,MUNDOSAM TERESINA II,RUA PAISSANDU  792,CENTRO,64001-120,086,3305-1126,PI,TERESINA,290,06032602000611,-5.107337,-42.75274
Yamaha,R. SA PICOS,RUA CORONEL LUIZ SANTOS  807,CENTRO,64600-094,089,3415-7007,PI,PICOS,299,07179273000194,-7.0869908,-41.4699264
Yamaha,DELTA AUTOMOTORES ,RUA CARAMURU  640,BOA ESPERANCA,64215-400,086,3323-2513,PI,PARNAIBA,494,02557493000190,-2.918754414449041,-41.76108335984963
Yamaha,DELTA MOTOS,RUA CARAMURU  640,BOA ESPERANCA,64215-400,086,3323-2513,PI,PARNAIBA,59,02557493000190,-2.918754414449041,-41.76108335984963
Yamaha,R. SA OEIRAS,AV. SANTOS DUMONT  445,OEIRAS NOVA,64500-000,089,3462-4510,PI,OEIRAS,298,06263665000174,-7.0204188,-42.1317131
Yamaha,YAMOTOR -ARARUAMA,ROD AMARAL PEIXOTO  SN QD 39 LT 13,VILA CAPRI,28970-000,022,2665-1411,RJ,ARARUAMA,88,01943270000107,-22.8656865,-42.3120309
Yamaha,MOTOSHOW,AV. LIBERDADE  114,RIO VERDE,68515-000,094,3356-3440,PA,PARAUAPEBAS,268,20538980000198,-6.0701591,-49.8994439
Yamaha,CARAJAS COMERCIO ,AV. BRASIL 2877,CENTRO,68550-005,094,3424-3564,PA,REDENCAO,467,03831508000120,-8.050738299999999,-50.01708929999999
Yamaha,CARAJAS MOTOS,AV. BRASIL  2877,CENTRO,68550-005,094,3424-5918,PA,REDENCAO,27,03831508000120,-8.050738299999999,-50.01708929999999
Yamaha,MOSCHEN MOTOPCS,RUA WASHINGTON LUIS  11,ANGELIM,68626-352,091,3729-1745,PA,PARAGOMINAS,70,03924618000136,-2.9976317,-47.36033
Yamaha,F. C. FLORIANO,ROD BR 230  989,SAMBAIBA,64800-002,089,3515-2023,PI,FLORIANO,111,04090529000366,-6.8342351,-42.9065475
Yamaha,MOTOSHOW - MARABA,QUADRA DOIS  FOLHA 32  LOTE 02F  SN,NOVA MARABA,68508-020,94,99289-4965,PA,MARABA,347,34280585000162,-5.3474742,-49.1024718
Yamaha,FORMOSA MOTOS,TV SN 17 S/N CD FORMOSA CID N-LJ 14,COQUEIRO,67133-000,091,4006-9620,PA,ANANINDEUA,90,13426235000191,-1.3607455,-48.3913333
Yamaha,FORMOSA MOTOS,TRAVESSA SN 17 - COND. FORMOSA - CIDADE NOJA - LJ 14,CIDADE NOVA,67133000,091,4006-9609,PA,ANANINDEUA,505,13426235000191,-1.368212,-48.407298
Yamaha,CONQUISTA II,RUA SETE DE SETEMBRO  1646,CENTRO,68371-000,093,3515-2771,PA,ALTAMIRA,32,34913517000193,-3.2061701,-52.2110183
Yamaha,CONQUISTA MOTOCENTER II,RUA SETE DE SETEMBRO  1646 ,CENTRO,68371-000,093,3515-7888,PA,ALTAMIRA,488,34913517000193,-3.2061701,-52.2110183
Yamaha,COMAM MOTORES,R JUSTO CHERMONT  1160,CENTRO,68440-000,091,3751-1552,PA,ABAETETUBA,484,17757742000169,-1.677582,-48.9605972
Yamaha,AMAZONIA NAUTICA,AV. PEDRO ALVARES CABRAL  1011 ,MARAMBAIA,66615-860,091,3238-8680,PA,BELEM,454,04542330000160,-1.406048,-48.4372751
Yamaha,FORMOSA MOTOS - FATIMA,AV. JOSE BONIFACIO  225,FATIMA,66090-363,091,3182-3800,PA,BELEM,236,13426235000272,-1.465506,-48.468658
Yamaha,MOTOVESA - BELÉM,"TRAVESSA PADRE EUTIQUIO, 1192",BATISTA CAMPOS,66023710,61,3247-7610,PA,BELEM,612,03220168000109,-1.4583073,-48.4938098
Yamaha,TERRANEW MOTOS,AV. PEDRO ALVARES CABRAL  887,UMARIZAL,66050-400,091,3202-7730,PA,BELEM,301,27548066000177,-1.4362609,-48.491696
Yamaha,ALTERNATIVA NAUTICA,AV. RANULPHO MARQUES LEAL 390,JARDIM BRASILIA,79620-340,067,3522-9099,MS,TRES LAGOAS,452,13181164000295,-20.8062002,-51.687627
Yamaha,AGROMAC,"RUA DOUTOR COSTA MARQUES, 771 ",CENTRO,79280-000,067,3287-1129,MS,PORTO MURTINHO,448,07979959000160,-20.999348,-57.2818625
Yamaha,MOTOMAX,AV DOURADOS   N 163,CENTRO,79950-000,067,3461-1001,MS,NAVIRAI,543,04056108000157,-23.0084202,-54.1720041
Yamaha,NEGRELI,AV. DOURADOS  163,SETOR NORTE,79950-000,067,3461-1001,MS,NAVIRAI,188,04056108000157,-23.0084202,-54.1720041
Yamaha,FAROL MOTOS,AV. ANTONIO J. MOURA ANDRADE 1900,CENTRO,79750-000,067,3441-1900,MS,NOVA ANDRADINA,228,14224688000106,-22.2534241,-53.3529776
Yamaha,DISMOTO,RUA CEARA  913,SANTOS GOMES,79022-000,067,3318-6333,MS,CAMPO GRANDE,61,03509973000149,-20.4520728,-54.5935607
Yamaha,DISMOTO,RUA CEARA  913,JARDIM DOS ESTADOS ,79020-360,067,3318-6333,MS,CAMPO GRANDE,497,03509973000149,-20.4520728,-54.5935607
Yamaha,DISMOTO - CENTRO,RUA RUI BARBOSA  2581,CENTRO,79002-369,067,3324-1440,MS,CAMPO GRANDE,177,03509973000220,-20.463505,-54.613942
Yamaha,DISMOTO - VILA SOBRINHO,AV. JULIO DE CASTILHO  1810,VILA SOBRINHO,79100-005,067,3362-6333,MS,CAMPO GRANDE,175,03509973000491,-20.446637,-54.655709
Yamaha,REMOTOR\\ S,AV. PRES. ERNESTO GEISEL  3923,HORTO FLORESTAL,79082-000,067,3317-2760,MS,CAMPO GRANDE,78,04647834000144,-20.5052294,-54.6434834
Yamaha,DOURAMOTO,RUA AQUIDAUANA  445,CENTRO,79806-070,067,3411-4566,MS,DOURADOS,63,33105164000132,-22.2276654,-54.79916
Yamaha,DOURAMOTO,RUA AQUIDAUANA 445,CENTRO,79806-070,067,3411-4525,MS,DOURADOS,499,33105164000132,-22.2276654,-54.79916
Yamaha,MARCATO MOTOS,AV. VIRGINIA FERREIRA  545,FLAVIO GARCIA,79400-000,067,3291-1596,MS,COXIM,120,00122976000137,-18.50402127829537,-54.74890590201752
Yamaha,MARCATO MOTOS,AV. VIRGINIA FERREIRA  545,FLAVIO GARCIA,79400-000,067,3291-1596,MS,COXIM,532,00122976000137,-18.50402127829537,-54.74890590201752
Yamaha,CIA NAUTICA ,RUA COLOMBO 08,CENTRO,79301-120,067,3231-7022,MS,CORUMBA,479,03653015000147,-18.9970304,-57.6534397
Yamaha,FORTE MOTOS,RUA COLOMBO 12,CENTRO,79303-090,067,3232-3658,MS,CORUMBA,253,18818599000130,-19.003262,-57.641693
Yamaha,NOVA MOTOS - TRES PONTAS,AV OSWALDO CRUZ  691,CENTRO,37190-000,035,3291-7525,MG,TRES PONTAS,425,34161386000569,-21.3698026,-45.5095261
Yamaha,DISMOTO - AQUIDAUANA,RUA ESTEVAO ALVES CORREA  1750,ALTO,79200-000,067,3245-0000,MS,AQUIDAUANA,239,03509973000653,-20.484572,-55.797084
Yamaha,BLUE MOTOS,AV. LEOPOLDINO DE OLIVEIRA  2331,ESTADOS UNIDOS,38015-000,034,3322-6888,MG,UBERABA,312,27955804000109,-19.7522962,-47.9246538
Yamaha,CARMO MOTOS,RUA CARLOS ANTONIO GIORDANI 1561,HENRIQUE NERY,35700-750,031,3779-6100,MG,SETE LAGOAS,31,03815963000131,-19.47066,-44.2642007
Yamaha,CARMO MOTOS LTDA,RUA CARLOS ANTONIO GIORDANI  1561,HENRIQUE NERY,35700-750,031,3779-6100,MG,SETE LAGOAS,468,03815963000131,-19.47066,-44.2642007
Yamaha,MILMOTOS  - TIMOTEO,AV. JOVINO AUGUSTO DA SILVA  25,BROMELIAS,35180-514,031,3841-1612,MG,TIMOTEO,179,42850099000403,-19.5412607,-42.6516338
Yamaha,PIER 3 NAUTICA,RUA CARLOS CHAGAS  48  LETRA A ,CENTRO,39205-000,038,3754-3469,MG,TRES MARIAS,567,01934228000111,-18.2704265,-45.07466460000001
Yamaha,ASTRAL MOTOS TRES CORACOES,AV. DEPUTADO RENATO AZEREDO  385,NOSSA SRA APARECIDA,37417-360,035,3235-1133,MG,TRES CORACOES,269,17631136000283,-21.68665,-45.26173
Yamaha,MOTOVAM,RUA DR MANOEL ESTEVES  300,CENTRO,39800-090,033,3522-3149,MG,TEOFILO OTONI,15,18117739000143,-17.866477,-41.5108285
Yamaha,EMOCAO MOTOS,AV. LEITE DE CASTRO  2720,FABRICAS,36301-180,032,3373-5005,MG,SAO JOAO DEL REI,99,05913571000130,-21.11567,-44.244724
Yamaha,RECON,AV. MONSENHOR MANCINI  376,VILA DALVA,37950-000,035,3531-4845,MG,SAO SEBASTIAO DO PARAISO,87,03453732000125,-20.9042007,-46.9738462
Yamaha,NOVA MOTOS - SAO LOURENCO,AVENIDA COMENDADOR COSTA  97,CENTRO,37470-000,035,3291-7525,MG,SAO LOURENCO,424,34161386000488,-22.114567,-45.0546497
Yamaha,POUSONAUTICA,RUA ALVARO CALDAS  88/1 ,ESPLANDA,37550-000,035,3421-5519,MG,POUSO ALEGRE,570,08880363000170,-22.2480373,-45.9420118
Yamaha,SUL MOTOS P.ALE,AV. PREFEITO TUANY TOLEDO  791,FATIMA II,37553-571,035,3425-6600,MG,POUSO ALEGRE,194,11756966000170,-22.2341204,-45.9332569
Yamaha,MURAD MOTOS,AV. FRANCISCO VIEIRA MARTINS  1098,PALMEIRAS,35430-225,031,3817-1771,MG,PONTE NOVA,131,07585421000170,-20.4062267,-42.8916526
Yamaha,MOTOPATOS,RUA DR MARCOLINO  953,CENTRO,38700-160,034,3823-1877,MG,PATOS DE MINAS,171,17834920000108,-18.6163861,-46.50122210000001
Yamaha,SUL MOTOS PASSO,AV. JUCA SOTCKLER  1001,BELO HORIZONTE,37900-106,035,3521-2233,MG,PASSOS,218,13657442000157,-20.73673,-46.603317
Yamaha,UD MOTOS - PARA DE MINAS,AV. PRESIDENTE VARGAS  1409,SENADOR VALADARES,35661-044,037,3261-9450,MG,PARA DE MINAS,438,08821242000905,19.8631641,-44.5938111
Yamaha,UD MOTOS NOVA SERRANA,RUA DIMAS GUIMARAES  641,CENTRO,35520-012,037,3227-0790,MG,NOVA SERRANA,358,08821242000743,-19.8732716,-44.9865099
Yamaha,MOTO PATOS ,RUA DR MARCOLINO 953,CENTRO,38706-207,034,3823-1877,MG,PATO DE MINAS,540,17834920000108,-18.6163861,-46.50122210000001
Yamaha,RIO DOCE MOTOS,AV. DOS PIONEIROS  13,CENTRO,35200-000,033,3312-1818,MG,MUTUM,176,10637862000183,-19.814521,-41.439389
Yamaha,EAGLE - POCOS,AV. JOAO PINHEIRO  2613,CENTRO,37701-387,035,3721-7171,MG,POCOS DE CALDAS,147,08729606000174,-21.7856004,-46.5748771
Yamaha,BIG MOTOS,RUA SANTA RITA  325,CENTRO,36880-169,032,3722-2972,MG,MURIAE,82,04617620000125,-21.1349206,-42.3712838
Yamaha,CARMO MOTOS - MONTES CLAROS,AV. DULCE SARMENTO  864,ALTO SAO JOAO,39400318,031,3772-9006,MG,MONTES CLAROS,441,03815963000484,-16.7183809,-43.8545807
Yamaha,ASTRAL,AV. DR. SYLVIO MENICUCCI  1920,PRESIDENTE KENNEDY,37200-000,035,3822-8444,MG,LAVRAS,14,17631136000100,-21.2341945,-44.9942684
Yamaha,UD MOTOS,"RUA OLEGARIO MACIEL, 333",CENTRO,35590-000,037,3261-1144,MG,LAGOA DA PRATA,310,08821242000158,-20.0205928,-45.5462421
