Rede,Nome Fantasia,Logradouro,Bairro,Cep,Ddd,Telefone,Uf,Municipio,Codigo Unidade,Cnpj,Latitude,Longitude
Yamaha,ROMA - LAGOA SANTA,AV. JOAO DAHER  1035,LUNDCEA,33400-000,031,3489-8318,MG,LAGOA SANTA,395,07452301001410,-19.6310098,-43.9030258
Yamaha,TINAUTO MOTOS,RUA FAUSTINO AMANCIO 10 LETRA B,SANTO ANTONIO,36900-000,033,3339-6674,MG,MANHUACU,254,20081660000151,-20.259726,-42.037733
Yamaha,K9 MOTOS,AV. WILSON ALVARENGA  746,CARNEIRINHOS,35930-004,031,3852-2224,MG,JOAO MONLEVADE,257,14975832000138,-19.815342,-43.154739
Yamaha,RIVER MOTOS,RUA TEREZA CRISTINA  165,MARIANO PROCOPIO,36080-120,032,3228-8700,MG,JUIZ DE FORA,143,08155471000180,-21.744882,-43.366013
Yamaha,MINAS MOTO SHOW,RUA ALVARO DA SILVA LOPES  317,SAO GONCALO,39445-006,038,3821-4020,MG,JANAUBA,219,06152703000111,-15.8068561,-43.3044497
Yamaha,STAR MOTOS,RUA CORONEL SERRAO  329,CENTRO,39480-000,038,3621-3377,MG,JANUARIA,74,04364567000106,-15.4820383,-44.3594488
Yamaha,NOVA MOTOS - ITAJUBA,AVENIDA PAULO CHIARADIA  8,SAO VICENTE,37502-028,035,3622-3139,MG,ITAJUBA,372,34161386000305,-22.4279824,-45.4568854
Yamaha,FORMULA MOTO,AV. DEZESSETE  249,CENTRO,38300-132,034,3269-7007,MG,ITUIUTABA,140,07786454000189,-18.9735449,-49.4546721
Yamaha,MIL MOTOS - IPATINGA,AV. PEDRO LINHARES GOMES 4000,FERROVIARIO,35160-290,031,3829-7260,MG,IPATINGA,98,42850099000322,-19.4866021,-42.5585146
Yamaha,COPEVEL,RUA APARECIDA  198,CENTRO,37800-000,035,3551-3782,MG,GUAXUPE,17,23831365000163,-21.3053315,-46.7086221
Yamaha,BLUE MOTOS - FRUTAL,"AV. EUVALDO LODI, 739",NOSSA SENHORA APARECIDA,38204034,34,3322-6888,MG,FRUTAL,606,27955804/000281,-20.0315276,-48.9301267
Yamaha,UD MOTOS,R PERNAMBUCO  880,CENTRO,35500-008,037,3212-0901,MG,DIVINOPOLIS,593,08821242000662,-20.1453318,-44.8978891
Yamaha,UD MOTOS - DIVINOPOLIS,RUA PERNAMBUCO  880,CENTRO,35500-008,037,3212-0901,MG,DIVINOPOLIS,43,08821242000662,-20.1453318,-44.8978891
Yamaha,MILBRATZ,RUA ESPIRITO SANTO  27,LOURDES,35030-150,033,3212-4200,MG,GOVERNADOR VALADARES,24,42850099000160,-18.8656064,-41.9535401
Yamaha,ITAMA MOTOS,AV. OSORIO SAMPAIO  217,VILA SANTA ROSA,35900-700,nan,,MG,ITABIRA,355,33735954000100,-19.6312152,-43.2240482
Yamaha,CARMO MOTOS - CURVELO,AV. BIAS FORTES  1430,VILA DE LOURDES,35790-000,038,3722-8285,MG,CURVELO,346,03815963000212,-18.7723242,-44.4326272
Yamaha,ARI MOTOS,RUA LEONTINO DA SILVA  80,SETOR NORTE,78645-000,066,3554-1161,MT,VILA RICA,5,03915293000125,-10.0036656,-51.4309582
Yamaha,ARI MOTOS,AV. BRASIL  673,SETOR NORTE,78645-000,066,3554-1161,MT,VILA RICA,457,03915293000125,-10.0036656,-51.4309582
Yamaha,CASA DO PESCADOR,AV. DAS FIGUEIRAS   329 ,CENTRO,78550-254,066,3531-2456,MT,SINOP,470,02336200000145,-11.8516297,-55.5106946
Yamaha,PILOTANDO SINOP,AV. DAS PALMEIRAS  1569,JARDIM IMPERIAL,78550-254,066,3511-0000,MT,SINOP,122,07197887000107,-11.8476215,-55.5060432
Yamaha,ATRACAO MOTOS,AV. COUTO MAGALHAES  1202-B,CENTRO,78110-970,065,3029-2000,MT,VARZEA GRANDE,153,07652911000142,-15.6466488,-56.1310154
Yamaha,MANARIN MOTOS,AV. PRESIDENTE TACREDO DE ALMEIDA NEVES  385-E,CENTRO,78300-000,065,3311-8800,MT,TANGARA DA SERRA,264,21358626000144,-14.616371,-57.489932
Yamaha,RIZZO MOTOS,AV. BLUMENAU  2444,CENTRO,78890-000,066,3545-1000,MT,SORRISO,270,01383537000140,-12.97875,-55.6689636
Yamaha,RIZZO MOTOS,AV. BLUMENAU  2444,CENTRO,78890-000,066,3545-1000,MT,SORRISO,576,01383537000140,-12.97875,-55.6689636
Yamaha,DICASA MOTOS - MINACU,AV. MATO GROSSO  S/N,CENTRO,76450-000,062,3379-2067,GO,MINACU,445,21201147000381,-13.5307622,-48.2220101
Yamaha,MOTOVESA,AV. AFONSO PENA  468,ALVORADA,75503-715,062,3247-7607,GO,ITUMBIARA,410,04215998000100,-18.4129055,-49.2168777
Yamaha,BELCAR MOTOS,AV. INDEPENDENCIA  5697,SETOR AEROPORTO,74070-010,062,3243-4200,GO,GOIANIA,102,06008462000131,-16.6641082,-49.2605185
Yamaha,BELCAR MOTOS - DETRAN,AV. ARMANDO DE GODOY  130,CIDADE JARDIM,74423-010,062,3272-5990,GO,GOIANIA,322,06008462000484,-16.36414322,-49.2247923
Yamaha,BELCAR MOTOS - PORTAL,AV. ANHANGUERA  14960  QUADRA 25  LOTE 05,SETOR SANTOS DUMONT,74463-350,062,3239-9000,GO,GOIANIA,304,06008462000301,-16.650974,-49.333591
Yamaha,DIAS MOTORS NAUTICA,AV. INDEPENDENCIA  5699,SETOR AEROPORTO,74070-010,062,3223-7155,GO,GOIANIA,495,00869175000130,-16.6673274,-49.2708366
Yamaha,FORMOTOS,PRACA ANISIO LOBO  143,CENTRO,73801-350,061,3631-0006,GO,FORMOSA,142,08112495000152,-15.5369723,-47.3357273
Yamaha,SAGA MOTO,AV T 7  414,SETOR OESTE,74140-110,062,3250-7222,GO,GOIANIA,578,02474948000104,-16.689538220330544,-49.27542767320818
Yamaha,SAGA MOTO,AV. T-7  414,SETOR OESTE,74140-110,062,3250-7200,GO,GOIANIA,93,02474948000104,-16.689538220330544,-49.27542767320818
Yamaha,CASA DO AGRICULTOR,AV. BERNARDO SAYAO  741 / 755,CENTRO,76300-000,062,3323-1505 ,GO,CERES,469,01520204000116,-15.286821,-49.6299077
Yamaha,RIO MOTORY,R B 16  S/N,ESTANCIA ITANHAGA,75680-462,064,3322-6680,GO,CALDAS NOVAS,431,42360694000118,-17.7518636,-48.631471
Yamaha,SAGA MOTO - INDEPENDENCIA,AV. INDEPENDENCIA  S/N. QUADRA 51 LOTE 02,INDEPENDENCIA,74967-145,062,3097-9808,GO,APARECIDA DE GOIANIA,432,02474948001500,-16.8231289,-49.2713494
Yamaha,SAGA MOTO - SETOR GARAVELO,AV. IGUALDADE QD 84 LT 09,SETOR GARAVELO,74930-530,062,3625-7200,GO,APARECIDA DE GOIANIA,251,02474948000961,-16.76366225,-49.34709328
Yamaha,SAGA MOTO - ANAPOLIS,AV SAO FRANCISCO DE ASSIS  203,JUNDIAI,75110-810,062,3098-0250,GO,ANAPOLIS,382,02474948001348,-16.3243776,-48.9666945
Yamaha,TURINHOS LAFAIE,AV. PROFESSOR MANOEL MARTINS  410,CAMPO ALEGRE,36400-111,031,3763-1667,MG,CONSELHEIRO LAFAIETE,123,07071894000150,-20.6552981,-43.7910537
Yamaha,ROMA - CONTAGEM,AV. JOAO CESAR DE OLIVEIRA  3228,ELDORADO,32240-000,031,3508-9200,MG,CONTAGEM,232,07452301000952,-19.914854,-44.077106
Yamaha,BIG MOTOS II,RUA JOAO PESSOA  247,VILA TEREZA,36772-020,032,3422-8881,MG,CATAGUASES,132,07483984000158,-21.3956886,-42.6945434
Yamaha,KYOTO MOTOS,"AV. AVENIDA PRESIDENTE TANCREDO NEVES, 1378",ESPLANADA,35300580,033,3321-2166,MG,CARATINGA,160,09233912000188,-19.7798468,-42.1344143
Yamaha,MIL MOTOS,RUA PAQUETA  86,GIOVANNI,35170-094,031,3849-9180,MG,CORONEL FABRICIANO,85,42850099000241,-19.5195409,-42.6333096
Yamaha,BIG MOTOS CARAN,AV. CAPITAO ANTONIO CARLOS DE SOUZA  75,SANTA MARIA,36800-000,032,3741-1224,MG,CARANGOLA,192,04617620000206,-20.7371153,-42.0309139
Yamaha,ROMA - BETIM,RUA INCONFIDENCIA  254,CENTRO,32600-100,031,3489 - 8353,MG,BETIM,373,07452301001339,-19.9665745,-44.1976496
Yamaha,CHIQUINHO NAUTICA,PC. MARCOS VALLE MENDES 36,ENG. JOSE MENDES JR,37930-000,037,3326-5194,MG,CAPITOLIO,478,64380538000151,-20.6366112,-46.0944845
Yamaha,NAUTICA BARAO ,AV. BARAO HOMEM DE MELO 1376,JARDIM AMERICA,30421285,031,3373-2612,MG,BELO HORIZONTE,550,01960847000180,-19.948735584976554,-43.96943567315938
Yamaha,O2 BH,AV. BARAO HOMEM DE MELO  4278,ESTORIL,30494-270,031,2512-2200,MG,BELO HORIZONTE,297,23738394000185,-19.965457,-43.955700
Yamaha,ROMA - AMAZONAS,AV. AMAZONAS  3011,GUTIERREZ,30441-001,031,3508-6400,MG,BELO HORIZONTE,138,07452301000286,-19.9305034,-43.9629295
Yamaha,ROMA - BARREIRO,AV. SINFRONIO BROCHADO  40,BARREIRO,30640-000,031,3508-6200,MG,BELO HORIZONTE,386,07452301001177,-19.9753134,-44.0152667
Yamaha,ROMA - CIDADE NOVA,AV. CRISTIANO MACHADO  1793,SILVEIRA,31140-535,031,3508-6300,MG,BELO HORIZONTE,163,07452301000448,-19.880341,-43.929964
Yamaha,ROMA - CONTORNO,AV. DO CONTORNO  3458,SANTA EFIGENIA,30110-018,031,3508-6200,MG,BELO HORIZONTE,300,07452301001258,-19.9259922,-43.9199785
Yamaha,ROMA - PEDRO I,AV. PEDRO I  1130,ITAPOA,31710-000,031,3508-6200,MG,BELO HORIZONTE,130,07452301000103,-19.8357825,-43.9646829
Yamaha,BIU MOTOS,RUA AUGUSTA DA COSTA PEREIRA  355,PLANALTO,36600-000,033,3731-3030,MG,ARACUAI,226,09263269000135,-16.8511077,-42.0649371
Yamaha,BIU MOTOS - ALMENARA,RUA ALVIMAR LOPES DOS SANTOS  40,CENTRO,39900-000,033,3731-4304,MG,ALMENARA,396,09263269000216,-16.1752897,-40.695117
Yamaha,NOVA MOTOS,AV. JOSE PAULINO DA COSTA  659,CRUZ PRETA,37132-204,035,3297-3040,MG,ALFENAS,348,34161386000135,-21.4411637,-45.9483967
Yamaha,DISMOTO,AV PRESIDENTE MEDICI - 4528,VILA BIRIGUI,78705-000,067,3318-6333,MT,RONDONOPOLIS,498,03509973000734,-16.466505,-54.6415455
Yamaha,DISMOTO ? RONDONOPOLIS??? ,AV PRESIDENTE MEDICI  4528,VILA BIRIGUI,78705-000,067,3318-6333,MT,RONDONOPOLIS,62,03509973000734,-16.466505,-54.6415455
Yamaha,TURINHOS MOTOS,AV. GOVERNADOR BIAS FORTES  301,PONTILHAO,36204-168,032,3332-3212,MG,BARBACENA,55,03593122000127,-21.2128084,-43.7519333
Yamaha,DISMOTO ? PRIMAVERA DO LESTE,AV. MINAS GERAIS  233,CIDADE PRIMAVERA I,78850-000,067,3056-2491,MT,PRIMAVERA DO LESTE,446,03509973000815,-15.5511024,-54.2997353
Yamaha,MACEIO NAUTICA,AMINADAB VALENTE 233,TRAPICHE DA BARRA,57010-374,082,3327-2180,AL,MACEIO,528,18187319000133,-9.6755605,-35.7591888
Yamaha,MOTOTEC,AV. FERNANDES LIMA  1089,FAROL,57055-000,082,2123-8080,AL,MACEIO,198,08983490000103,-9.6402841,-35.7355326
Yamaha,MOTOTEC - MACEIO,AV.COMENDADOR GUSTAVO PAIVA  3948,MANGABEIRAS,57037-285,082,2123-8080,AL,MACEIO,387,08983490000790,-9.6422772,-35.7111497
Yamaha,NAUTICA MARAGOGI,ROD ARABAIANA  28  QUADRA UNICA,CANTO DO MAR,57955-000,082,98216-3827,AL,MARAGOGI,553,29877429000143,-8.944480799999999,-35.2807624
Yamaha,VALE CENTER MOT,AV. NOVE DE MAIO  498 N  SETOR 01  QUADRA 02  LOTE 14,CENTRO,78320-000,066,3566-2020,MT,JUINA,411,12939753000146,-11.3993461,-59.4720904
Yamaha,VALE CENTER MOTOS,AV. NOVE DE MAIO  498 N - SETOR 01 QD 02 LOTE 14,MODULO 01,78320-000,066,3566-2020,MT,JUINA,594,12939753000146,-11.3993461,-59.4720904
Yamaha,MOTOFACIL - ARAPIRACA,RUA MARECHAL DEODORO DA FONSECA  673,BRASILIA,57313-010,082,3521-1680,AL,ARAPIRACA,197,32916685000107,-9.7584389,-36.6496547
Yamaha,NAUTICA CAMPO VERDE,RUA GENERAL OSORIO  1930,CENTRO,78200-000,065,3223-1125,MT,CACERES,551,06912021000160,-16.5790506,-57.825395
Yamaha,PILOT. GOSTOSO,AV. LUDOVICO DA RIVA NETO  3040,CENTRO,78580-000,066,3512-7600,MT,ALTA FLORESTA,262,02507550000127,-10.0110748,-56.2929381
Yamaha,PILOTANDO GOSTOSO,AV. LUDOVICO DA RIVA NETO  3040 -SALA B,CENTRO,78580-000,066,3512-7600,MT,ALTA FLORESTA,568,02507550000127,-10.0110748,-56.2929381
Yamaha,DVL MOTORES,AV MIGUEL SUTIL  14396 ,COOPHAMIL,78028-015,065,2129-0983,MT,CUIABA,500,30187503000189,-15.6178423,-56.1225025
Yamaha,KARRANCA NAUTICA,AV. FERNANDO CORREA COSTA  4319,CHACARA DOS PINHEIROS,78080-000,065,3661-2584,MT,CUIABA,520,20620636000143,-15.6284369,-56.0558868
Yamaha,LAMBARI NAUTICA,AV. FERNANDO CORREA COSTA   2100 ,JARDIM PETROPOLIS,78070-000,065,3627-2280,MT,CUIABA,522,26556076000191,-15.6163787,-56.0710458
Yamaha,MOTO CENTER - AGUA BOA,AV. ARAGUAIA  356,CENTRO,78635-000,066,3468-2050,MT,AGUA BOA,71,04198246000170,-22.2381566,-54.8071709
Yamaha,MOTOFORTE,AV. TEN. CEL. ESCOLASTICO  660,BANDEIRANTES,78010-200,065,3624-3884,MT,CUIABA,104,05699388000184,-15.6001171,-56.0890864
Yamaha,CRUZEIRO MOTORS,TRAVESSA ALFREDO SALES  92,CENTRO,69980-000,068,3322-1989,AC,CRUZEIRO DO SUL,106,06043028000192,-7.6671684,-72.6376882
Yamaha,CONQUISTA MOTO CENTER,RUA JOVINO DINOA    2360,CENTRAL,68900-075,096,3224-1710,AP,MACAPA,487,08020434000165,0.0345872,-51.0601026
Yamaha,CONQUISTA MOTOC,RUA JOVINO DINOA  2360,CENTRAL,68900-075,096,3224-1710,AP,MACAPA,41,08020434000165,0.0345872,-51.0601026
Yamaha,CRASA MOTOS,AV. JOSE JATAHY  677,FARIAS BRITO,60010-843,085,3288-3535,CE,FORTALEZA,79,04685620000162,-3.7272573,-38.5454202
Yamaha,MOTOFACIL - FORTALEZA,AV DOUTOR SILAS MUNGUBA  2710,ITAPERI,60714-242,085,3120-5000,CE,FORTALEZA,354,34762926000136,-3.7868662,-38.5495506
Yamaha,MUNDOSAM FORTALEZA,AV. BORGES DE MELO  1540-B,FATIMA,60415-762,085,3052-2255,CE,FORTALEZA,230,06032602001260,-3.757156,-38.532538
Yamaha,TERRA MOTOS,AV. VISCONDE DO RIO BRANCO  1998,JOAQUIM TAVORA,60055-171,085,3464-2021,CE,FORTALEZA,256,20543640000155,-3.7384787,-38.5258936
Yamaha,TERRA MOTOS FORTALEZA,AV. AMERICO BARREIRA  5365,DEMOCRITO ROCHA,60440-093,085,3464-2020,CE,FORTALEZA,280,20543640000236,-3.758560,-38.56333
Yamaha,RECOL MOTORS - SENA MADUREIRA,AV. BRASIL  371,CENTRO,69940-210,068,3212-8000,AC,SENA MADUREIRA,390,06265737000201,-9.0691809,-68.6618061
Yamaha,RECOL MOTORS,VIA CHICO MENDES  794,TRIANGULO VELHO,69906-210,068,3211-6074,AC,RIO BRANCO,110,06265737000112,-9.950329,-67.832489
Yamaha,CENTRAL NAUTICA,SGCV 6580 LOTE 9 N. 14  VIA DE ACESSO CARREFOUR SUL ,GUARA,71215-100,061,3361-3900,DF,BRASILIA,475,72578131000161,-15.8245065,-47.9547651
Yamaha,KISHI MOTOS,QNM 18  CONJUNTO H  LT 3,CEILANDIA NORTE,72210-188,061,3012-9850,DF,BRASILIA,287,25110879000155,-15.8131688,-48.0982997
Yamaha,KISHI MOTOS - SOBRADINHO,ST DNOCS QUADRA 1 CONJUNTO 01 LOTE  NUMERO 04,SOBRADINHO,73020-505,061,3012-9850,DF,BRASILIA,383,25110879000236,-15.6280059,-47.9193244
Yamaha,PREMIUM SERVICE,SETOR DE CLUBES ESPORTIVOS SUL - TRECHO 01 LOTE 03 PARTE B,ASA SUL,70200-001,061,3703-4709,DF,BRASILIA,571,05357287000125,-15.8321668,-47.8913326
Yamaha,SAGA MOTO,Q QS 03 EPCT LOTE 27 LOJA -  N 02 - TAGUATINGA ,AGUAS CLARAS,71953-000,061,3225-7200,DF,BRASILIA,579,02474948000457,-15.8463385,-48.0429726
Yamaha,CREDITOS PARRA,AV. DA AMIZADE  2017,CENTRO,69640-000,097,3412-3803,AM,TABATINGA,275,04044958000135,-4.223208102572029,-69.93634005984197
Yamaha,CREDITOS PARRA,AV. DA AMIZADE  2017 - CENTRO,CENTRO,69640-000,097,3412-3813,AM,TABATINGA,489,04044958000135,-4.223208102572029,-69.93634005984197
Yamaha,SAGA MOTO - GAMA,QUADRA 5 CONJUNTO F S/N LOTE 09,SETOR SUL (GAMA),72410-306,061,3255-7200,DF,BRASILIA,367,02474948001429,-15.8944246,-47.7981335
Yamaha,SAGA MOTO DF,QS 3 EPCT LOTE 27 LJ 2-AGUAS CLARAS,TAGUATINGA,71953-000,061,3255-7200,DF,BRASILIA,103,02474948000457,-15.8463385,-48.0429726
Yamaha,TECAR MOTOS,SIA TRECHO 1  870,ZONA INDUSTRIAL (GUARA),71200-010,061,3433-7846,DF,BRASILIA,317,29038786000118,-15.8037007,-47.961344
Yamaha,TECAR MOTOS,RUA Q SEPN  512 ,ASA NORTE,70760-500,061,3247-7610,DF,BRASILIA,366,29038786000207,-15.7509913,-47.8944283
Yamaha,TECAR MOTOS - CANDANGOLANDIA,ST DE POSTOS E MOTEIS SUL I (LADO PAR)  S/N,CANDANGOLANDIA,71727-800,061,3247-7610,DF,BRASILIA,444,29038786000380,-15.852536,-47.9719949
Yamaha,PRIME - CAUCAIA,RUA CORONEL CORREIA  1686,CENTRO,61600-004,085,98221-8181,CE,CAUCAIA,435,34762926000217,-3.7352727,-38.6577999
Yamaha,TVLAR MOTOS - MANACAPURU,PRACA 16 DE JULHO  88,CENTRO,69400-905,092,3622-3708,AM,MANACAPURU,404,14024658000814,-3.302473,-60.6208195
Yamaha,VOLKAR MOTORS DA AMAZONIA,AV EDUARDO RIBEIRO  757,CENTRO,69400-260,092,3361-2463,AM,MANACAPURU,597, 23026057000165,-3.3010531,-60.62379000000001
Yamaha,TVLAR MOTOS - ITACOATIARA,AV. PARQUE  1303,PEDREIRAS,69400-905,092,3622-3708,AM,ITACOATIARA,405,14024658000903,-3.1370944,-58.4487586
Yamaha,MOTOMAX V.VELHA,ROD CARLOS LINDEMBERG  1543,ARIBIRI,29120-568,027,3329-9661,ES,VILA VELHA,158,01388888000225,-20.349295,-40.321555
Yamaha,TVLAR MOTOS - COARI,AV. VIEIRA MARTINS  412,CHAGAS AGUIAR,69460-000,092,3622-3308,AM,COARI,436,14024658001039,-4.0883518,-63.1386933
Yamaha,BRAGA MOTOS - PARINTINS,"RUA CORONEL JOSÉ AUGUSTO, 2185",CENTRO,69151300,092,3303-2200,AM,PARINTINS,614,05216530001248,-2.6255855,-56.7403227
Yamaha,ALEGRA INDUSTRIA,AV. EFIGENCIO SALES  127 - B ,PARQUE 10,69057-050,092,3648-1641,AM,MANAUS,449,04571587000140,-3.0902188,-60.0107991
Yamaha,BENCHIMOL,AVE TORQUATO TAPAJOS 8251,TARUMA,69041-025,092,3133-3700,AM,MANAUS,460,04565289000570,-3.0363261,-60.0231935
Yamaha,BRAGA MOTOS,RUA RAMOS FERREIRA  2130,CENTRO,69020-080,092,3303-2200,AM,MANAUS,250,05216530000195,-3.128353,-60.011791
Yamaha,BRAGA MOTOS - COROADO,"AV COSME FERREIRA, 1243",COROADO,69082230,092,3303-2200,AM,MANAUS,615,05216530001086,-3.084437,-59.9831984
Yamaha,BRAGA MOTOS - GRANDE VITÓRIA,"TRAVESSA AJARAÍ, 0",GILBERTO MESTRINHO,69086725,92,3303-2200,AM,MANAUS,616,05216530001167,-3.0710101,-59.9400708
Yamaha,BRAGA MOTOS - MANOA,AV. FRANCISCO QUEIROZ  167,COLONIA STO ANTONIO,69093-000,092,2101-1873,AM,MANAUS,376,05216530000942,-3.0319413,-60.0043191
Yamaha,CREDITOS PARRA - CENTRO,AV. 21 DE ABRIL  249,CENTRO,69630-000,097,3415-5648,AM,BENJAMIN CONSTANT,233,04044958000216,-4.3775478,-70.0355056
Yamaha,BRAGA MOTOS - TANCREDO NEVES,AV AUTAZ MIRIM  317,TANCREDO NEVES,69087-215,092,3303-2200,AM,MANAUS,377,05216530000861,-3.050315,-59.9467803
Yamaha,MRD,AVENIDA CONSTANTINO NERY 2525 ANDAR 01 SALA 01,CHAPADA,69050-001,092,9984-2689,AM,MANAUS,548,03687482000198,-3.0946207,-60.02504319999999
Yamaha,TV LAR,RUA ALMIR PEDREIRAS 306,RAIZ,69063-330,092,3234-1125,AM,MANAUS,591,04561957001130,-15.5511024,-54.2997353
Yamaha,TV LAR,AV JOAQUIM NABUCO  78,CENTRO,69020-030,092,3663-5464,AM,MANAUS,592,14024658000652,-3.1307882,-60.0190814
Yamaha,TVLAR MOTOS CIDADE NOVA,AV. NOEL NUTELS 4,CIDADE NOVA,69096-000,092,3663-5464,AM,MANAUS,244,14024658000229,-3.034219,-59.962608
Yamaha,LINCAR NAUTICA,LAURO CUNHA FREIRE  220A,MONTE BELO,29053-200,027,3026-2277 ,ES,VITORIA,525,11348868000101,-20.313988,-40.3123722
Yamaha,MOTOMAX,AV. MARECHAL CAMPOS  538,BAIRRO DE CONSOLACAO,29045-460,027,3227-0973,ES,VITORIA,28,01388888000144,-20.3099074,-40.3078206
Yamaha,TVLAR MOTOS COMPENSA,AV. BRASIL  2337,COMPENSA,69036-110,092,3622-3709,AM,MANAUS,381,14024658000733,-3.1060617,-60.0552148
Yamaha,TVLAR MOTOS MAN,AV. ITACOATIARA  449,CACHOEIRINHA,69065090,092,36635464,AM,MANAUS,224,14024658000148,-3.136317,-60.003633
Yamaha,TVLAR MOTOS MANAUS,AV. AUTAZ MIRIM  5229,SAO JOSE,69085-000,092,3663-5464,AM,MANAUS,295,14024658000300,-3.0703243,-59.9540722
Yamaha,BRAMOK MOTOS,RUA EUCLIDES DA CUNHA  130,JARDIM LIMOEIRO,29164-032,027,3067-5555,ES,SERRA,259,20752094000162,-20.216496,-40.26118
Yamaha,LINCAR,AV. PREF. SAMUEL BATISTA CRUZ   2511 ,CONCEICAO,29902-100,027,3264-1076,ES,LINHARES,524,35999200000184,-19.3839153,-40.0669021
Yamaha,YAMA LIDER,RUA GOVERNADOR FRANCISCO LACERDA DE AGUIAR  50,NOSSA SENHORA DA CONCEICAO,29900-480,027,3371-0609,ES,LINHARES,156,09156343000114,-19.384869,-40.067301
Yamaha,MOTO MAIS - SÃO MATEUS,"ROD GOVERNADOR MARIO COVAS, 1270",BOA VISTA,29931200,073,9131-3091,ES,SÃO MATEUS,620,44555740000160,-18.7449518,-39.8639048
Yamaha,MOTOMAX CARIACI,ROD BR 262  KM 4 5,CAMPO GRANDE,29146-300,027,3336-1223,ES,CARIACICA,199,01388888000497,-20.3367307,-40.3787905
Yamaha,NAGANO MOTOS,RUA JOSE ROSA MACHADO  146,ABELARDO FERREIRA MACHADO,29309-278,028,3027-2800,ES,CACHOEIRO DE ITAPEMIRIM,302,26697787000186,-20.841379,-41.1153
Yamaha,MOTOMAX GUARAPA,AV. GOV. JONES DOS SANTOS NEVES  150,MUQUICABA,29215-002,027,3362-0313,ES,GUARAPARI,190,01388888000306,-20.650393,-40.507025
Yamaha,YAMA LIDER COLA,RUA JACINTO BASSETE  200,SAO SILVANO,29703-162,027,3721-1300,ES,COLATINA,207,09156343000700,-19.5278686,-40.6362159
Yamaha,I9 MOTOS - JACAREI,AV. SIQUEIRA CAMPOS  801,JARDIM ESPER,12307-000,012,3933-6900,SP,JACAREI,417,31105878000387,-23.2957515,-45.9604085
Yamaha,K. L. R. MOTOS,RUA PRUDENTE DE MORAES  420,CENTRO,18200-040,015,3271-8045,SP,ITAPETININGA,72,04500084000183,-23.586878,-48.05185
Yamaha,MOTO PRAIA,RUA JOAO MARIANO FERREIRA  255,JARDIM SAO PAULO,11740-000,013,3427-8181,SP,ITANHAEM,115,06313600000196,-24.18346,-46.7894585
Yamaha,MOTO LEME,AV. 29 DE AGOSTO  1147,CENTRO,13610-210,019,3571-1495,SP,LEME,51,03524743000159,-22.187702,-47.392954
Yamaha,CREMONESI NAUTICA ,R MAL. DEODORO DA FONSECA   612 ,CENTRO,13201-002,011,4521-2221,SP,JUNDIAI,490,10332300000121,-23.1836762,-46.8849379
Yamaha,MOTO ITALIA,AV. FERNANDO ARENS  676,VILA PROGRESSO,13202-570,011,4587-8360,SP,JUNDIAI,3,50944685000100,-23.202304,-46.87238
Yamaha,VIVA MOTOS,RUA DR CAVALCANTI  628,CENTRO,13201-003,011,4607-2727,SP,JUNDIAI,139,07831622000100,-23.19002,-46.880374
Yamaha,EVANDRO MOTOS,AV. ZEZINHO MAGALHAES  822,JARDIM ESTADIO,17203-380,014,3626-2174,SP,JAU,196,11986363000164,-22.300521,-48.5675375
Yamaha,MUNDYAMA,"AV. ROBERTO GEMIGNANI, 140",CENTRO,18400-510,015,3522-1920,SP,ITAPEVA,56,03784065000163,-23.9662754,-48.8802635
Yamaha,COMERCIAL ITUANA ,RUA FLORIANO PEIXOTO  323,CENTRO,13300-005,011,4013-8199,SP,ITU,485,02741141000190,-23.2610526,-47.3017842
Yamaha,COML ITUANA,"R. Floriano Peixoto, 323",CENTRO,13300005,011,4013-8199,SP,ITU,36,02741141000190,-23.2594302,-47.3050192
Yamaha,MOTO 36 - IBITINGA,AV. ENG IVANIL FRANCISCHINI 286-TR.3,JARDIM CENTENARIO,14940-460,016,3341-3885,SP,IBITINGA,204,58844796000220,-21.764108,-48.820281
Yamaha,MOTOMADIA,AV. PRESIDENTE VARGAS  1616,VILA VITORIA,13338-901,019,3894-3999,SP,INDAIATUBA,50,03545509000108,-23.085479,-47.1959484
Yamaha,MOTOMADIA - JARDIM MORADA DO SOL,AV. ARIO BARNABE 654,JARDIM MORADA DO SOL,13346-400,019,3935-4255,SP,INDAIATUBA,2,03545509000299,-23.117707,-47.230464
Yamaha,ANDRE CAR,RUA MONTENEGRO  423,PITANGUEIRAS,11410-040,013,3383-1313,SP,GUARUJA,89,05239477000148,-23.9921088,-46.2712711
Yamaha,CLAUMAR,AV. PREF. DOMINGOS DE SOUZA  166 ,JD. SANTA MARIA,11432-130,013,3384-1803,SP,GUARUJA,483,03697928000165,-23.9874373,-46.27866410000001
Yamaha,MIRAMAR,AV MIGUEL STEFANO  5540 ,CANTO DA ENSEADA,11440-530,013,3351-3600,SP,GUARUJA,538,68252667000115,-23.9902201,-46.242711
Yamaha,STAR JET,AV. MIGUEL STEFANO  5046 E 5071,RECANTO TORTUGA,11440-530,013,97409-2514,SP,GUARUJA ,584,66498056000126,-23.9902201,-46.242711
Yamaha,YAMAMOTO BOAT,AV. ADHEMAR DE BARROS  2131 - SALA 103 ,JARDIM PRIMAVERA,11430-003,013,3358-1222,SP,GUARUJA,600,10227834000198,-23.9905869,-46.2802652
